CustomerID,RegistrationDate,Age,Gender,IncomeLevel,Country,City,TotalPurchases,AvgOrderValue,CustomerLifetimeValue,FavoriteCategory,SatisfactionScore,RepeatCustomer,PremiumMember,HasReturned,LoyaltyScore,LastPurchaseDate
CUST02450,2023-12-08,24,Other,High,USA,Paris,5,78.36,303.26,Clothing,3.8,Yes,No,Yes,29.08,2024-10-29
CUST02451,2023-12-29,-5,Female,Medium,Canada,Sydney,7,121.28,809.48,Clothing,8.09,Yes,No,Yes,70.49,2025-05-07
CUST02452,2023-02-17,37,Prefer not to say,,UK,Mumbai,14,164.55,2404.07,Clothing,2.56,No,No,Yes,26.7,2025-02-15
CUST02453,2022-03-03,60,Male,Medium,USA,Chicago,15,144.05,1830.69,Beauty,1.91,Yes,Yes,Yes,72.7,2024-02-02
CUST02454,2023-09-05,39,Female,High,Germany,Tokyo,14,83.61,1332.77,Toys,7.83,Yes,Yes,No,6.86,2025-01-01
CUST02455,2020-09-26,40,Male,Medium,Canada,Sydney,13,34.5,675.41,Sports,1.47,Yes,No,No,43.18,2024-01-11
CUST02456,2023-06-20,61,Other,,Australia,New York,15,149.22,2103.69,Sports,8.8,Yes,Yes,Yes,7.77,2024-09-30
CUST02457,2021-04-13,50,Male,Medium,Australia,Chicago,10,149.94,1755.57,Books,4.12,No,Yes,Yes,13.95,2024-05-25
CUST02458,2021-01-29,69,,Low,India,Delhi,3,53.0,290.41,Clothing,1.84,Yes,Yes,Yes,62.76,2024-12-17
CUST02459,2020-11-03,120,Male,Low,France,Sydney,2,158.3,486.11,Sports,3.78,Yes,No,No,79.53,2024-12-23
CUST02460,2023-09-21,55,Other,Low,USA,Delhi,1,8.45,14.87,Books,4.06,Yes,Yes,No,2.52,2024-01-18
CUST02461,2020-01-02,28,Other,Very High,France,Toronto,12,132.26,806.18,Clothing,1.48,Yes,Yes,No,89.69,2024-08-10
CUST02462,2020-12-26,51,Other,High,India,Paris,,44.59,51.66,Electronics,6.87,No,Yes,No,22.69,2025-04-22
CUST02463,2021-09-22,35,Female,Very High,Japan,New York,7,191.78,2487.91,Toys,4.38,Yes,No,Yes,80.74,2024-08-02
CUST02464,2020-07-26,40,Male,Very High,Japan,Berlin,1,16.89,17.81,Books,8.84,Yes,No,No,98.68,2024-11-15
CUST02465,2020-05-07,58,Female,Medium,Japan,Mumbai,8,73.63,508.46,Sports,8.07,Yes,Yes,Yes,74.58,2024-08-02
,2023-04-18,48,Female,,Australia,Berlin,13,170.62,2840.37,Home,3.65,Yes,No,No,44.93,2024-08-26
CUST02467,2022-09-29,43,Other,Medium,UK,Berlin,6,10.57,105.52,Sports,7.64,Yes,No,No,5.67,2024-12-31
CUST02468,2021-12-02,34,Female,Medium,Australia,London,8,126.62,,Clothing,3.64,Yes,No,Yes,63.76,2024-06-14
CUST02469,2020-08-24,54,Male,Very High,Canada,Tokyo,15,154.41,3094.3,Toys,5.04,Yes,Yes,No,53.31,2025-02-11
CUST02470,2022-08-12,36,Male,High,Japan,Berlin,11,36.85,791.46,Food,6.71,No,Yes,Yes,89.81,2024-08-05
CUST02471,2023-06-27,29,Female,Medium,Australia,Paris,5,35.74,191.3,Home,2.1,No,No,Yes,32.29,2025-05-01
CUST02472,2021-12-28,50,Other,,India,Chicago,15,186.55,2457.07,Beauty,9.72,Yes,Yes,Yes,5.47,2024-04-16
CUST02473,2020-06-16,104,Prefer not to say,Medium,Australia,Delhi,14,129.68,2544.75,Home,1.85,Yes,Yes,Yes,90.29,2025-03-12
CUST02474,2023-06-04,60,,Very High,India,Sydney,5,157.74,1434.44,,4.68,Yes,No,Yes,95.16,2024-03-15
CUST02475,2021-05-09,57,Female,Very High,Japan,Delhi,10,89.03,1197.13,Electronics,5.71,Yes,No,Yes,46.33,2024-04-04
CUST02476,2023-06-22,48,Prefer not to say,Medium,Canada,Sydney,15,122.39,2162.93,Books,1.3,,Yes,Yes,,2024-01-24
CUST02477,2022-11-28,26,Female,Very High,UK,Chicago,10,17.35,209.25,Food,1.48,No,No,No,90.83,2025-03-23
CUST02478,2023-07-13,46,,Very High,France,Chicago,4,176.77,965.23,Toys,8.43,Yes,No,No,95.74,2024-11-11
CUST02479,2023-06-06,20,,Medium,Japan,,3,136.82,372.19,Food,6.7,No,Yes,Yes,75.75,
CUST02480,2022-12-12,0,Female,Low,France,Tokyo,9,17.68,164.27,Beauty,3.07,Yes,No,No,32.1,2025-01-23
CUST02481,2020-04-14,62,Prefer not to say,Medium,France,New York,8,239.61,1677.0,Clothing,4.05,Yes,No,Yes,,2024-11-15
CUST02482,2021-12-07,45,Prefer not to say,High,Germany,Toronto,,125.78,88.82,Clothing,4.95,Yes,No,Yes,29.35,2025-05-15
CUST02483,2022-12-30,51,Male,Very High,Australia,Berlin,2,58.72,94.03,,8.2,No,Yes,No,83.79,2025-05-11
CUST02484,2023-01-28,24,Female,Very High,France,Tokyo,8,171.04,1937.36,Home,1.59,No,Yes,No,28.47,2024-09-24
CUST02485,2022-01-13,26,Female,Medium,Germany,Berlin,8,14.14,195.72,Food,7.65,No,Yes,No,19.56,2024-06-16
CUST02486,2023-05-12,18,Female,High,UK,Sydney,11,11.65,89.34,Toys,7.54,Yes,Yes,No,75.34,2024-02-03
CUST02487,2022-04-18,27,,High,Canada,Sydney,8,109.41,655.48,Clothing,9.81,Yes,Yes,No,89.33,2024-02-14
CUST02488,2020-02-14,-5,Male,,USA,New York,14,96.02,1012.36,Home,2.97,No,Yes,Yes,20.55,2025-01-17
CUST02489,2022-10-19,42,Female,Low,Japan,Paris,11,90.41,598.04,Clothing,8.79,Yes,Yes,No,90.69,2024-03-02
CUST02490,2021-06-23,,Other,High,UK,,5,140.04,480.79,Sports,3.99,Yes,Yes,Yes,66.85,2024-09-22
CUST02491,2021-01-09,28,Female,Very High,France,New York,10,44.72,688.62,Electronics,8.29,Yes,Yes,Yes,92.18,2024-03-09
CUST02492,2023-03-26,18,,Very High,India,Mumbai,14,191.68,4680.39,Books,1.59,Yes,Yes,Yes,11.84,2024-03-11
CUST02493,2022-03-09,44,,Very High,France,Berlin,13,89.97,962.25,Home,4.98,No,No,No,48.76,2024-02-24
CUST02494,2022-04-19,54,Prefer not to say,High,Germany,Tokyo,10,25.83,255.18,Toys,,Yes,No,Yes,5.2,2024-03-21
,2021-08-02,34,Male,Low,Australia,Paris,9,18.15,190.64,Books,5.3,Yes,No,No,87.97,2024-01-31
CUST02496,2022-03-05,29,,Low,Australia,Chicago,8,172.31,2573.14,Beauty,7.3,No,No,No,81.59,2024-02-17
CUST02497,2024-01-05,36,Female,Medium,France,,12,77.98,1607.12,,1.42,Yes,No,Yes,43.21,2025-04-12
CUST02498,2021-05-18,29,Male,Low,France,Paris,3,116.46,557.02,Beauty,1.02,Yes,No,Yes,19.34,2024-04-01
CUST02499,2022-04-18,27,Prefer not to say,Medium,Japan,Tokyo,1,118.39,105.36,,2.31,No,Yes,No,67.43,2024-12-20
CUST02500,2021-11-24,44,Male,Medium,USA,,14,66.72,1397.51,,3.5,Yes,No,Yes,44.94,
CUST02501,2022-01-10,31,Female,High,UK,Berlin,5,197.52,1367.38,Food,4.57,Yes,Yes,No,58.79,2024-04-18
CUST02502,2023-12-12,64,Other,High,Germany,Sydney,8,20.17,276.49,Sports,8.82,No,Yes,No,73.53,2024-10-17
CUST02503,2020-08-21,47,Female,Medium,Germany,Sydney,15,125.0,1630.51,Beauty,7.73,Yes,Yes,Yes,21.0,2024-09-06
CUST02504,2023-09-10,65,,Low,Australia,Chicago,11,119.24,1774.3,Sports,5.83,No,Yes,No,48.82,2024-03-09
CUST02505,2021-01-09,21,Male,Very High,Germany,Paris,,98.38,183.92,,7.01,Yes,Yes,No,27.01,2024-04-10
CUST02506,2022-07-21,56,,Medium,USA,Paris,2,6.72,6.94,Clothing,1.88,No,Yes,No,89.51,2024-04-20
CUST02507,2022-10-29,29,Prefer not to say,Low,Germany,London,3,76.66,309.5,Books,2.05,No,Yes,No,3.02,2024-11-11
CUST02508,2020-06-12,55,Other,Very High,UK,Mumbai,9,103.98,1447.37,Toys,5.58,Yes,No,Yes,30.91,2024-05-30
CUST02509,2021-08-08,58,Female,Low,India,Paris,10,170.12,1033.12,Electronics,9.68,No,No,No,73.21,2024-03-08
CUST02510,2023-03-21,23,Prefer not to say,,USA,London,6,32.11,298.99,Toys,7.86,No,Yes,No,56.21,2024-10-07
CUST02511,2021-11-25,49,,Low,USA,London,6,66.24,417.17,Clothing,8.87,No,No,No,96.18,2024-01-31
CUST02512,2023-04-11,56,,High,Germany,Sydney,8,126.27,967.23,Electronics,7.87,Yes,Yes,Yes,74.9,2024-11-29
CUST02513,2020-11-16,26,Male,High,UK,Tokyo,14,35.52,622.4,Clothing,5.34,Yes,Yes,Yes,84.6,2025-04-03
CUST02514,2023-01-31,46,Other,Medium,India,Berlin,10,133.96,922.83,Books,,No,Yes,No,64.39,2025-03-30
CUST02515,2022-12-03,26,Male,,UK,Delhi,4,46.55,230.62,Electronics,4.17,No,No,No,34.78,2024-02-08
CUST02516,2023-07-19,50,Male,High,France,Toronto,1,123.76,,Electronics,1.19,Yes,No,Yes,44.31,2024-11-14
CUST02517,2021-08-14,,Male,Medium,France,Delhi,5,35436.89,244379.55,Sports,1.5,No,Yes,No,16.8,2024-07-19
CUST02518,2021-08-30,116,,Medium,Australia,Berlin,6,97.29,983.06,Beauty,8.27,Yes,Yes,No,,2024-12-21
CUST02519,2020-05-27,54,Male,Very High,Japan,Berlin,8,45542.51,693600.51,Books,7.7,Yes,Yes,Yes,65.05,2024-09-13
CUST02520,2023-05-29,21,Female,Very High,USA,Sydney,7,27.35,127.1,,7.85,No,No,No,89.38,2024-07-20
CUST02521,2023-08-03,31,Prefer not to say,High,UK,Chicago,14,96.91,2031.34,,7.34,Yes,No,No,18.72,2025-04-10
CUST02522,2023-08-22,56,Male,,India,Delhi,2,63.38,148.84,Home,1.09,,Yes,Yes,20.05,2025-01-30
CUST02523,2022-02-13,23,Male,Very High,UK,New York,9,137.17,1907.29,Toys,6.24,No,No,No,52.77,2024-03-16
CUST02524,2021-03-29,19,Male,Low,India,Sydney,6,151.96,487.13,Clothing,5.47,No,No,No,90.9,2025-01-29
CUST02525,2021-01-08,51,Other,Medium,Germany,Berlin,4,69.51,525.0,Food,9.23,Yes,Yes,No,77.39,2024-12-26
CUST02526,2022-12-03,41,Female,,Australia,Berlin,11,59.98,618.95,,8.76,Yes,No,Yes,87.66,2024-06-02
CUST02527,2020-01-14,19,Other,High,Australia,Chicago,1,48.96,36.9,Food,7.8,Yes,No,Yes,69.67,2024-08-23
CUST02528,2020-02-17,47,,Low,Canada,Sydney,3,97.88,537.2,Books,,,No,No,48.74,2024-07-21
CUST02529,2021-12-15,62,Female,High,Germany,Tokyo,14,149.43,3261.83,Toys,5.02,No,Yes,Yes,0.52,2024-06-29
CUST02530,2022-10-07,44,Prefer not to say,High,USA,Sydney,1,188.95,329.68,Clothing,6.94,Yes,Yes,No,12.45,2024-03-14
CUST02531,2023-01-29,63,Other,Very High,France,Delhi,4,118.7,682.73,Toys,9.58,No,Yes,Yes,8.98,2025-05-11
CUST02532,2023-11-12,46,,High,India,Mumbai,14,19.43,523.28,Toys,2.57,No,No,No,33.42,2024-05-24
CUST02533,2023-09-28,30,,High,USA,,14,170.3,3576.83,Toys,4.4,No,No,No,24.35,2024-04-26
CUST02534,2020-04-03,58,Other,Very High,Canada,,1,94.28,128.87,Sports,1.81,No,No,Yes,75.36,
CUST02535,2023-11-02,28,Other,Low,UK,,8,182.37,1820.62,Electronics,4.18,Yes,Yes,Yes,51.88,2024-08-22
CUST02536,2021-07-15,25,Prefer not to say,Medium,Canada,Mumbai,,25.15,38.02,Food,1.2,No,No,Yes,40.78,2025-05-02
CUST02537,2021-08-13,42,Female,,Japan,Delhi,8,125.98,755.38,Clothing,2.78,No,No,Yes,23.2,2024-03-05
CUST02538,2020-08-18,23,Prefer not to say,,Canada,Chicago,15,106.08,1668.96,Toys,5.09,No,No,Yes,51.78,2024-11-02
CUST02539,2022-04-15,27,Male,Very High,Germany,Tokyo,9,192.41,3137.55,,9.35,No,Yes,No,12.37,
CUST02540,2020-04-13,33,Other,,Australia,Chicago,12,72.55,1707.81,Books,9.74,,No,Yes,36.62,
CUST02541,2023-10-04,59,,Medium,Canada,Mumbai,12,189.38,2626.75,Toys,6.49,Yes,Yes,Yes,69.32,2024-12-22
CUST02542,2021-06-07,21,Male,,France,Mumbai,3,147.76,297.14,Clothing,7.02,Yes,Yes,No,98.64,2024-01-09
CUST02543,2021-11-18,33,Other,High,Canada,Berlin,7,175.34,1953.02,Toys,9.75,Yes,No,No,38.52,2024-09-13
CUST02544,2023-07-02,27,,Low,USA,Berlin,1,166.34,88.5,Home,1.6,Yes,No,Yes,58.87,2024-02-16
CUST02545,2021-06-10,58,Other,,France,Mumbai,11,35.76,527.59,Beauty,,No,No,Yes,13.3,2024-04-22
CUST02546,2023-12-12,19,,Low,Germany,Tokyo,5,11510.04,48358.04,Beauty,8.55,Yes,No,No,,2024-03-01
CUST02547,2022-12-16,37,,,Germany,Tokyo,14,53.14,435.85,Clothing,8.91,Yes,No,Yes,39.55,2024-12-10
CUST02548,2021-09-29,44,Prefer not to say,Medium,Germany,New York,9,144.8,2364.55,Home,4.51,No,Yes,No,72.87,2024-03-05
CUST02549,2020-02-03,50,,Medium,India,Delhi,15,157.6,3920.91,Home,3.71,Yes,No,No,2.3,2025-04-12
CUST02550,2020-12-17,38,Prefer not to say,High,UK,Chicago,6,195.56,795.18,Sports,9.45,No,Yes,Yes,9.72,2024-11-14
CUST02551,2020-04-05,53,Prefer not to say,Medium,Canada,Toronto,2,93.84,195.55,Beauty,1.7,Yes,Yes,No,25.18,2024-05-24
CUST02552,2021-10-28,24,,,Australia,Paris,7,49.36,599.72,Clothing,1.27,No,No,No,87.32,2024-08-08
CUST02553,2023-11-17,26,,,UK,Chicago,,36.33,72.25,Electronics,2.37,Yes,Yes,Yes,67.02,2024-10-07
CUST02554,2022-09-06,38,Female,High,Canada,New York,8,103.35,,Toys,2.06,Yes,No,Yes,18.38,2024-07-25
CUST02555,2022-09-02,26,Female,Medium,Germany,Chicago,5,65.77,524.4,Sports,4.31,Yes,Yes,No,29.45,2024-11-25
CUST02556,2023-08-24,41,Female,Very High,India,Mumbai,11,174.54,3593.48,Clothing,5.74,No,Yes,No,10.39,2025-03-03
CUST02557,2020-04-29,102,Prefer not to say,,Australia,Tokyo,15,322.2,,Beauty,9.29,No,No,No,80.23,2024-03-28
CUST02558,2020-10-13,28,,,India,Toronto,7,60.33,636.04,Home,3.84,No,No,No,75.32,2024-04-15
CUST02559,2021-12-21,30,Female,High,Australia,London,4,22.24,78.21,Beauty,8.98,Yes,Yes,No,45.62,2024-08-29
CUST02560,2022-08-18,46,Other,Low,Germany,Tokyo,7,87.34,703.57,,3.57,No,No,No,18.32,2024-06-08
CUST02561,2023-09-27,56,,,France,Mumbai,9,53.67,786.54,Toys,9.84,No,No,Yes,68.51,2024-12-17
CUST02562,2023-09-10,54,Other,High,Australia,Delhi,5,124.61,600.25,Sports,9.07,No,Yes,No,24.7,2024-11-02
CUST02563,2020-12-22,47,Prefer not to say,,France,New York,8,104.47,1524.2,Toys,4.62,No,Yes,No,16.29,2025-05-01
CUST02564,2020-07-23,18,Other,High,Japan,New York,14,196.58,5348.07,Electronics,8.3,Yes,Yes,No,64.75,2024-07-19
CUST02565,2020-04-08,46,Prefer not to say,Medium,UK,London,9,185.49,1142.08,Toys,5.1,No,Yes,No,73.45,2025-03-10
CUST02566,2024-01-19,22,Prefer not to say,,UK,Tokyo,14,31.33,716.89,Sports,8.37,No,No,Yes,68.08,2024-05-18
CUST02567,2021-12-16,23,Other,Low,Canada,New York,9,145.56,866.24,Food,,No,No,No,27.04,2024-11-19
CUST02568,2021-03-18,58,Other,High,Canada,Chicago,4,169.3,825.97,Electronics,2.29,Yes,No,Yes,25.69,2024-08-22
CUST02569,2023-07-30,33,Female,Very High,France,Berlin,9,71.53,717.95,Clothing,7.08,Yes,Yes,Yes,80.92,2024-12-30
CUST02570,2021-07-29,60,,Medium,Germany,Toronto,9,176.33,1224.27,,7.11,No,No,No,3.32,2025-05-15
CUST02571,2022-11-01,21,Prefer not to say,Very High,USA,Berlin,2,145.43,246.4,Books,1.79,No,No,Yes,25.6,2025-03-15
CUST02572,2020-12-25,52,Prefer not to say,Very High,Germany,Delhi,2,132.69,514.09,Beauty,2.06,Yes,Yes,Yes,21.25,2025-02-03
CUST02573,2020-07-26,65,,Low,Canada,Tokyo,3,26.88,130.23,Food,1.11,Yes,No,No,48.27,2024-01-25
CUST02574,2023-11-29,37,Other,Very High,Germany,Tokyo,5,148.89,,Clothing,3.35,,No,Yes,70.33,2025-03-09
CUST02575,2020-09-23,,Prefer not to say,Very High,India,Tokyo,11,32.36,,Toys,6.88,Yes,Yes,No,66.86,2025-04-11
CUST02576,2023-05-10,41,Female,High,Canada,,3,187.29,492.72,Beauty,8.91,No,No,Yes,29.78,2024-09-29
CUST02577,2023-07-29,,Female,Very High,India,Tokyo,6,41.48,137.8,Food,5.14,No,No,Yes,7.4,2024-07-30
CUST02578,2022-06-28,50,Male,,Germany,,7,135.45,1188.47,Books,9.26,Yes,Yes,No,85.64,2024-05-01
CUST02579,2023-05-05,112,Female,Very High,UK,Chicago,12,181.01,3872.96,Home,2.42,No,Yes,No,55.72,2024-09-04
CUST02580,2022-04-13,35,Other,Very High,USA,Delhi,3,182.19,392.28,Books,6.41,Yes,Yes,No,74.75,
CUST02581,2022-09-30,114,Prefer not to say,High,India,Sydney,14,94.18,2374.39,Food,9.6,Yes,Yes,No,81.87,2024-04-22
,2023-07-04,42,Male,Low,Japan,Paris,6,191.69,1535.03,Food,2.43,No,Yes,Yes,30.57,2024-05-17
CUST02583,2022-07-08,45,Female,,Japan,,3,197.56,759.51,Food,3.73,Yes,Yes,No,80.17,2024-10-29
CUST02584,2023-08-30,40,,High,France,Toronto,8,186.14,1457.49,Electronics,5.1,No,Yes,Yes,20.38,2024-08-12
CUST02585,2021-03-20,36,Female,,India,Tokyo,13,111.05,2098.03,Food,3.45,No,Yes,No,58.26,2024-12-04
CUST02586,2021-08-01,-4,Female,Very High,UK,Delhi,11,109.08,1282.99,,1.77,No,No,Yes,97.54,
CUST02587,2022-01-27,52,Male,Low,Canada,New York,14,153.53,3136.68,Toys,,No,Yes,Yes,90.44,2024-05-05
CUST02588,2023-05-19,-1,Prefer not to say,,India,,12,134.19,961.74,Toys,1.06,Yes,No,No,54.36,
CUST02589,2021-01-12,30,Other,Very High,USA,,9,20.68,95.82,Beauty,9.47,Yes,No,Yes,5.7,2024-04-05
CUST02590,2021-06-23,26,Other,High,Japan,Berlin,5,138.83,434.29,Sports,1.07,Yes,Yes,Yes,62.9,2024-03-12
CUST02591,2022-05-15,18,Other,Very High,Japan,Berlin,,105.13,,Electronics,8.52,No,No,No,98.72,2024-11-22
CUST02592,2024-02-02,61,Prefer not to say,,Japan,New York,11,153.17,2716.51,Clothing,2.91,No,Yes,No,,2024-05-04
CUST02593,2022-02-05,25,Prefer not to say,Medium,France,Tokyo,6,92.94,1006.5,Home,,Yes,No,Yes,83.56,2024-03-06
CUST02594,2023-06-17,46,Female,,France,,5,8.17,72.31,Books,6.45,No,Yes,No,46.79,2024-10-17
CUST02595,2023-07-17,65,Other,,India,Paris,15,48.33,972.31,Books,5.9,Yes,Yes,Yes,87.83,2024-01-20
CUST02596,2023-08-17,64,Female,,Australia,Berlin,,22201.82,32492.34,,,Yes,Yes,Yes,17.22,2024-10-31
CUST02597,2022-11-13,-2,Male,High,Germany,Tokyo,8,6.36,57.47,Toys,1.31,No,No,Yes,63.46,2024-08-22
CUST02598,2023-05-28,42,Prefer not to say,High,India,Delhi,3,50.04,213.76,Sports,8.52,,Yes,No,30.87,2024-07-07
CUST02599,2021-02-17,47,Male,,Japan,London,5,109.69,979.85,Toys,5.52,No,Yes,Yes,5.11,2024-11-24
CUST02600,2021-06-30,,Other,,Canada,Paris,4,31.41,107.86,Electronics,5.93,No,Yes,Yes,36.27,2024-03-10
CUST02601,2020-05-21,52,Male,Very High,India,Toronto,12,430.97,5942.72,Toys,4.7,No,No,Yes,89.28,2024-06-25
CUST02602,2022-09-09,35,,High,France,London,15,121.76,1948.42,Beauty,1.5,No,No,No,0.27,2024-09-07
CUST02603,2023-05-31,61,Female,Very High,USA,Chicago,11,146.52,1066.04,Sports,9.02,Yes,Yes,No,50.83,2025-02-16
CUST02604,2022-11-10,21,Other,,Japan,Delhi,11,167.84,1691.08,Books,9.92,Yes,Yes,Yes,11.98,2025-01-14
CUST02605,2021-10-02,62,Male,,Canada,Chicago,4,133.63,844.08,Beauty,7.16,Yes,No,No,66.02,2024-10-28
CUST02606,2020-08-13,120,Female,High,India,Paris,,47.44,42.34,Toys,4.99,No,Yes,Yes,33.67,2024-11-11
CUST02607,2021-09-23,62,Prefer not to say,Medium,USA,London,9,166.29,2981.95,Beauty,4.68,No,Yes,Yes,14.3,2025-04-16
CUST02608,2024-01-25,61,Male,High,India,Mumbai,9,170.78,2465.2,Clothing,3.75,Yes,No,Yes,92.56,2024-12-10
CUST02609,2023-04-19,20,Other,Low,USA,Mumbai,5,126.1,994.33,Sports,2.37,Yes,No,Yes,44.61,2024-11-28
CUST02610,2023-05-14,43,Other,Medium,Germany,Delhi,15,14.07,160.36,Clothing,9.57,Yes,Yes,Yes,3.6,2024-06-09
CUST02611,2022-03-16,19,Male,Medium,France,Paris,1,109.92,182.77,Sports,1.82,Yes,No,Yes,52.29,2024-04-03
CUST02612,2023-08-29,112,Female,Very High,Canada,Toronto,6,60.46,184.24,Books,3.05,No,No,Yes,80.34,2025-05-05
CUST02613,2020-06-05,22,Female,Very High,Germany,Tokyo,2,190.18,721.55,Toys,3.57,Yes,Yes,No,47.39,2024-01-10
CUST02614,2024-02-06,48,,,India,Chicago,1,95.25,84.4,Home,7.32,No,No,Yes,1.23,2024-03-19
CUST02615,2020-03-30,27,,Very High,Germany,Paris,14,172.95,2175.06,Clothing,7.86,Yes,No,Yes,77.58,2024-03-15
CUST02616,2022-07-30,52,Male,Very High,India,Delhi,10,170.98,3197.45,,1.02,No,Yes,No,12.44,
CUST02617,2022-05-28,25,Prefer not to say,,USA,Berlin,4,160.99,366.55,Sports,5.73,No,No,Yes,90.36,2025-03-06
CUST02618,2022-08-05,57,,Medium,Canada,Tokyo,10,199.59,,Home,5.68,Yes,Yes,Yes,37.4,2024-06-15
CUST02619,2020-10-05,20,Other,,UK,Sydney,,111.01,129.48,,4.24,No,No,No,72.77,2024-10-06
CUST02620,2022-10-30,30,Male,,Japan,Chicago,8,183.66,1021.28,Toys,3.79,Yes,No,No,63.9,2024-02-03
CUST02621,2022-10-09,18,Other,Low,Japan,Chicago,2,44.88,46.28,Home,2.71,No,No,Yes,39.76,2025-04-14
CUST02622,2022-06-23,115,Male,Low,Germany,Sydney,10,27.93,431.34,Beauty,7.07,Yes,No,Yes,71.59,2025-04-22
CUST02623,2021-06-12,61,Male,Low,Germany,Sydney,9,20.54,157.83,Sports,4.26,Yes,No,Yes,35.49,2025-04-26
CUST02624,2022-04-05,39,Female,,Germany,Chicago,1,110.03,71.29,,3.02,Yes,Yes,Yes,63.94,2024-08-24
,2021-09-15,23,Other,,UK,Berlin,1,71.17,74.49,Beauty,2.88,No,No,Yes,39.87,2024-06-30
CUST02626,2023-09-21,41,,,India,Berlin,6,116.45,683.24,Clothing,2.45,,Yes,Yes,48.59,2025-02-05
CUST02627,2021-02-20,42,Female,Low,India,London,8,236.73,1211.18,Sports,5.81,No,Yes,Yes,28.42,
,2020-12-09,38,,Very High,UK,Paris,2,16.0,61.91,Home,4.12,No,Yes,Yes,25.28,2025-02-14
CUST02629,2022-05-05,61,Prefer not to say,,Australia,Toronto,10,49.62,531.31,Beauty,2.18,Yes,No,No,53.77,2025-02-17
CUST02630,2021-02-25,28,Male,Very High,India,Sydney,2,20.41,64.02,Electronics,3.69,Yes,Yes,No,32.25,2024-01-23
CUST02631,2022-07-13,39,,Low,France,Chicago,1,464.66,804.06,Electronics,6.77,No,Yes,No,72.73,2024-07-13
CUST02632,2020-09-19,54,,Medium,India,London,6,173.21,1323.09,Food,1.99,No,No,No,39.58,2024-02-12
CUST02633,2020-01-30,19,,High,France,Berlin,12,175.27,3058.49,Home,7.43,Yes,No,No,59.17,2024-01-13
CUST02634,2020-04-22,38,Female,Very High,Australia,Toronto,3,168.96,737.3,Home,1.19,No,Yes,Yes,,2025-02-18
CUST02635,2021-08-01,28,,Low,Germany,Paris,14,186.22,4850.81,Toys,1.29,Yes,Yes,No,76.44,2024-01-23
CUST02636,2022-01-31,38,Male,Medium,USA,Delhi,14,62.94,979.04,Food,1.15,,No,No,7.23,2024-03-10
CUST02637,2021-06-08,25,Prefer not to say,,India,Sydney,6,158.12,1512.6,Sports,1.44,No,Yes,Yes,65.54,2024-07-17
CUST02638,2022-04-05,60,Male,,France,New York,10,113.09,,Electronics,1.29,No,No,No,46.19,2024-04-05
CUST02639,2022-04-21,57,Female,High,Japan,Sydney,1,196.74,362.64,Beauty,6.61,No,No,No,68.08,2025-03-17
CUST02640,2021-10-15,,Female,Medium,India,Berlin,13,46.63,,Books,2.59,Yes,No,Yes,3.38,2024-09-06
CUST02641,2024-01-11,32,,High,Germany,,12,9069.93,72392.56,Electronics,2.97,Yes,Yes,Yes,73.94,2024-07-01
CUST02642,2020-10-30,21,Prefer not to say,Medium,India,Toronto,7,186.99,1698.92,Electronics,7.37,Yes,Yes,Yes,67.14,2025-02-19
CUST02643,2021-07-16,31,Other,Low,Australia,Paris,2,152.74,610.19,Clothing,5.93,Yes,Yes,Yes,69.77,2025-03-07
CUST02644,2021-01-17,47,Male,Very High,Australia,Chicago,11,164.26,2831.1,Sports,3.32,No,No,No,94.75,2025-03-27
CUST02645,2021-11-18,,,Low,Germany,Chicago,2,7.75,23.71,Sports,3.85,No,Yes,No,80.23,2025-01-03
CUST02646,2023-07-08,23,Other,Very High,Australia,Tokyo,12,89.2,643.11,Electronics,8.32,Yes,Yes,No,57.29,2025-01-29
CUST02647,2022-07-09,59,Male,,Australia,Berlin,10,184.13,3237.02,Toys,5.98,No,Yes,Yes,54.13,2024-12-20
CUST02648,2021-01-06,25,,High,Germany,Berlin,8,10.12,116.14,Clothing,5.81,No,Yes,No,26.67,2025-01-08
CUST02649,2022-08-09,48,,High,UK,Toronto,14,130.31,1780.18,Toys,7.21,No,No,Yes,71.16,2024-11-09
CUST02650,2023-08-11,57,Male,Very High,India,,2,189.39,353.99,Food,3.69,Yes,Yes,No,12.84,2024-05-03
CUST02651,2022-09-16,21,Male,Very High,Germany,Toronto,6,17.75,129.72,Food,8.82,Yes,No,No,5.08,2024-06-22
CUST02652,2023-10-24,51,,High,Japan,London,1,147.98,138.68,Toys,9.9,Yes,Yes,No,17.75,2024-08-03
CUST02653,2022-06-29,,Female,High,Japan,Paris,4,22.28,171.89,Beauty,,Yes,No,No,52.73,2025-01-17
CUST02654,2022-10-03,,Prefer not to say,,UK,Berlin,14,45.17,809.38,Electronics,4.14,No,Yes,No,85.32,2025-04-28
CUST02655,2020-08-28,24,Male,High,USA,Tokyo,12,55.44,1114.21,Books,7.56,No,No,No,24.11,2025-05-15
CUST02656,2022-05-10,59,,Medium,Canada,Sydney,10,160.65,2680.42,,2.75,No,Yes,Yes,51.66,2024-07-10
CUST02657,2021-04-27,31,,High,Canada,Tokyo,2,194.07,384.39,Home,4.86,No,No,No,11.64,2024-05-28
CUST02658,2020-10-07,53,Other,Very High,Australia,Delhi,4,160.86,739.39,Beauty,8.42,No,Yes,No,46.46,2024-11-10
