CustomerID,RegistrationDate,Age,Gender,IncomeLevel,Country,City,TotalPurchases,AOV,CLV,FavoriteCategory,Satisfaction,RepeatCustomer,PremiumMember,HasReturned,LoyaltyScore,LastPurchaseDate,EstRevenue,DaysSinceRegistration,ValueSegment
CUST00442,2023-06-12,18,Other,Very High,Japan,London,8,190.53,1331.47,Sports,2.0,Yes,No,Yes,97.44,2024-03-24,1524.24,1119,High
CUST00443,2022-06-03,24,Prefer not to say,High,UK,Mumbai,4,64.55,394.3,Home,2.39,No,Yes,Yes,15.71,2024-08-30,258.2,1493,Medium
CUST00444,2022-05-03,35,Female,High,France,Tokyo,5,74.02,421.15,Toys,5.55,Yes,No,No,13.99,2024-05-20,370.1,1524,Medium
CUST00446,2023-04-15,24,Male,High,Japan,Paris,2,176.77,565.2,Books,6.17,No,Yes,No,76.28,2024-09-28,353.54,1177,Medium
CUST00447,2023-11-13,22,Other,High,France,Berlin,8,75.63,537.6,Electronics,6.78,No,Yes,Yes,51.23,,605.04,965,Medium
CUST00448,2020-03-06,41,Other,Unknown,Australia,Mumbai,9,108.69,617.83,Home,7.9,No,No,No,99.43,2024-06-18,978.21,2312,Medium
CUST00449,2023-08-19,47,Unknown,Very High,USA,Tokyo,8,8.68,7.71,Beauty,6.88,No,Yes,Yes,20.61,2024-01-14,,1051,Low
CUST00450,2020-03-21,52,Other,Low,Australia,Berlin,4,87.74,289.84,Books,9.5,No,Yes,No,85.42,2024-01-26,350.96,2297,Low
CUST00451,2022-03-28,42,Unknown,Low,India,Chicago,12,36.76,710.63,Beauty,2.89,No,No,No,94.49,,441.12,1560,Medium
CUST00452,2022-05-10,24,Other,High,Japan,Toronto,11,199.94,2385.25,Sports,9.08,Yes,Yes,Yes,15.58,2025-01-25,2199.34,1517,High
CUST00453,2023-05-06,65,Other,High,Canada,Toronto,15,34.52,542.45,Books,5.55,No,No,No,2.85,,517.8,1156,Medium
CUST00455,2023-06-10,24,Prefer not to say,Very High,Germany,Chicago,3,21.03,115.48,Home,7.57,No,No,Yes,37.48,2025-01-12,63.09,1121,Low
CUST00456,2020-03-11,42,Male,Medium,UK,Unknown,14,36.57,627.57,Toys,2.93,No,Yes,No,51.45,2025-04-01,511.98,2307,Medium
CUST00457,2021-11-29,49,Unknown,Very High,India,Sydney,5,76.26,262.85,Food,2.08,Yes,No,No,55.33,2025-05-09,381.3,1679,Low
CUST00458,2022-10-30,50,Female,Medium,Germany,Berlin,6,157.09,537.71,Home,9.97,Yes,Yes,Yes,85.89,2025-04-21,942.54,1344,Medium
CUST00459,2020-11-07,57,Prefer not to say,Medium,Japan,Unknown,7,180.69,1520.33,Sports,5.55,No,Yes,Yes,41.04,2025-02-25,1264.83,2066,High
CUST00460,2021-05-11,28,Prefer not to say,Very High,Germany,Sydney,5,83.28,628.13,Books,7.85,No,Yes,No,77.17,2024-04-28,416.4,1881,Medium
CUST00461,2021-09-03,52,Unknown,Very High,UK,Sydney,1,178.77,246.25,Food,3.02,No,Yes,No,96.32,2024-11-22,178.77,1766,Low
CUST00462,2021-07-27,64,Other,High,Australia,Tokyo,2,144.05,239.72,Sports,8.03,No,No,Yes,59.03,2025-05-03,288.1,1804,Low
CUST00463,2020-07-13,33,Other,Unknown,Canada,New York,13,94.84,7278.16,Toys,1.23,Yes,No,Yes,41.21,,1232.92,2183,Low
CUST00464,2021-06-03,61,Other,High,Germany,New York,12,135.27,2688.43,Beauty,7.78,Yes,No,Yes,61.64,2025-03-04,1623.24,1858,High
CUST00465,2021-10-10,24,Male,Very High,Australia,London,4,142.94,1054.14,Books,2.0,No,Yes,No,7.59,2024-12-30,571.76,1729,High
CUST00466,2023-09-20,34,Female,High,Australia,Toronto,12,178.05,1331.78,Food,3.21,No,Yes,No,69.51,2025-03-24,2136.6,1019,High
CUST00467,2023-08-19,27,Male,High,Germany,Delhi,8,112.49,1594.53,Toys,7.36,No,No,No,92.55,2024-10-03,899.92,1051,High
CUST00468,2023-11-20,62,Female,Unknown,UK,Chicago,9,162.41,2304.13,Home,6.17,No,No,No,99.58,,1461.69,958,High
CUST00469,2023-08-24,40,Prefer not to say,Medium,India,Mumbai,5,189.73,1172.74,Books,2.94,No,No,Yes,87.6,2024-03-14,948.65,1046,High
CUST00470,2023-10-27,18,Unknown,Low,Australia,Mumbai,9,36.44,544.61,Books,5.55,Yes,No,Yes,40.36,2024-12-16,327.96,982,Medium
CUST00471,2022-04-14,48,Female,High,UK,Sydney,7,102.44,602.32,Clothing,7.77,Yes,Yes,Yes,9.55,,717.08,1543,Medium
CUST00472,2020-01-26,42,Other,Low,Australia,London,10,109.37,1667.64,Beauty,9.02,Yes,Yes,No,49.66,,1093.7,2352,High
CUST00473,2020-09-03,37,Other,Low,Australia,Delhi,15,42.67,643.95,Toys,9.5,Yes,No,Yes,23.95,2024-04-06,640.05,2131,Medium
CUST00474,2020-03-26,48,Unknown,Low,India,Sydney,10,108.73,871.36,Food,3.64,No,No,No,2.38,2024-10-14,1087.3,2292,Medium
CUST00475,2022-03-07,36,Male,Unknown,USA,Mumbai,10,116.4,665.73,Unknown,4.46,Yes,No,Yes,68.11,,1164.0,1581,Medium
CUST00476,2022-07-25,32,Female,Very High,Germany,Delhi,8,106.98,54.25,Beauty,9.88,No,No,Yes,59.88,2024-05-12,,1441,Low
CUST00477,2022-05-15,63,Other,Medium,Japan,New York,7,169.31,1043.11,Unknown,1.38,Yes,Yes,Yes,11.53,2024-09-07,1185.17,1512,High
CUST00478,2023-01-04,65,Other,Very High,Japan,Tokyo,5,28.28,272.24,Food,5.66,No,Yes,Yes,83.31,2025-01-25,141.4,1278,Low
CUST00479,2020-05-18,57,Other,Very High,UK,New York,9,41.85,509.68,Beauty,3.26,No,Yes,Yes,15.31,2024-02-02,376.65,2239,Medium
CUST00480,2023-07-08,60,Prefer not to say,Low,France,Berlin,5,32.96,251.67,Electronics,2.53,No,Yes,Yes,68.43,,164.8,1093,Low
CUST00482,2020-12-23,41,Male,Very High,Japan,Paris,15,49.26,760.63,Toys,5.15,No,No,No,66.54,2024-09-28,738.9,2020,Medium
CUST00483,2021-03-20,54,Female,Unknown,Australia,Chicago,13,130.58,1125.43,Sports,9.6,No,Yes,Yes,55.17,2024-07-15,1697.54,1933,High
CUST00484,2022-06-03,46,Male,Medium,Canada,London,12,155.0,3164.33,Beauty,8.81,No,No,Yes,78.7,2024-01-05,1860.0,1493,High
CUST00485,2020-04-18,23,Other,High,Germany,Berlin,2,182.3,442.13,Sports,8.22,Yes,Yes,No,91.02,2024-10-14,364.6,2269,Medium
CUST00486,2022-08-19,35,Female,Low,UK,Mumbai,3,97.2,402.19,Beauty,6.26,Yes,No,No,98.78,2024-02-05,291.6,1416,Medium
CUST00487,2023-07-02,43,Female,Low,Germany,Sydney,13,46.12,314.13,Toys,4.29,No,Yes,No,16.69,2024-12-24,599.56,1099,Medium
CUST00488,2022-07-08,41,Male,High,USA,Delhi,8,64.03,69.32,Sports,4.02,No,No,No,34.62,2024-04-08,,1458,Low
CUST00489,2021-06-30,46,Male,High,India,Unknown,13,19.51,431.73,Clothing,5.55,No,No,Yes,62.61,2024-08-23,253.63,1831,Medium
CUST00490,2021-11-08,24,Unknown,Low,USA,Berlin,15,22.88,7278.16,Home,7.45,Yes,No,Yes,49.53,2024-08-28,343.2,1700,Low
CUST00491,2023-10-16,21,Prefer not to say,Medium,USA,Berlin,15,194.68,1792.04,Beauty,3.05,No,No,No,25.09,2024-05-03,2920.2,993,High
CUST00492,2023-09-03,41,Male,Low,India,New York,14,136.44,3754.9,Beauty,9.25,Yes,No,No,74.22,2024-09-12,1910.16,1036,High
CUST00493,2022-09-28,65,Female,Medium,UK,Unknown,8,68.25,603.25,Food,2.28,No,Yes,Yes,38.15,2024-03-17,546.0,1376,Medium
CUST00494,2020-01-29,60,Female,Medium,UK,New York,3,43.56,227.99,Sports,5.38,No,No,Yes,66.58,2024-02-24,130.68,2349,Low
CUST00495,2021-10-24,56,Other,Medium,Germany,Paris,7,191.59,1295.42,Clothing,5.77,No,Yes,No,47.35,,1341.13,1715,High
CUST00496,2021-05-19,38,Female,High,France,Chicago,13,42.9,808.12,Home,6.48,Yes,No,No,31.35,2024-07-15,557.7,1873,Medium
CUST00497,2023-07-01,51,Prefer not to say,Very High,Japan,Toronto,13,143.82,2263.45,Electronics,8.42,Yes,No,No,31.42,2024-04-12,1869.66,1100,High
CUST00498,2023-08-15,56,Unknown,Low,Japan,Berlin,9,159.19,739.81,Books,1.26,No,Yes,No,90.98,2024-11-16,1432.71,1055,Medium
CUST00499,2020-11-17,38,Male,High,France,Delhi,3,114.22,37205.49,Toys,6.66,No,Yes,No,76.05,2024-06-14,30605.37,2056,High
CUST00500,2023-03-10,50,Male,Medium,France,Mumbai,2,188.32,737.64,Toys,1.63,Yes,No,No,54.81,2024-04-16,376.64,1213,Medium
CUST00501,2020-08-24,34,Female,Medium,USA,Chicago,8,140.97,230.88,Books,3.91,No,Yes,No,66.96,2024-10-08,,2141,Low
CUST00502,2021-02-13,31,Female,Unknown,France,Unknown,10,104.28,759.56,Unknown,6.61,No,No,Yes,75.42,2024-04-10,1042.8,1968,Medium
CUST00503,2021-06-17,59,Other,Very High,USA,Chicago,4,13.12,95.06,Sports,7.07,No,No,No,62.61,2025-03-28,52.48,1844,Low
CUST00504,2021-03-20,37,Male,Medium,UK,Berlin,12,68.83,617.72,Sports,7.0,Yes,Yes,Yes,61.93,2025-04-29,825.96,1933,Medium
CUST00505,2020-01-01,42,Unknown,Medium,India,Berlin,7,77.7,514.64,Unknown,2.28,Yes,Yes,Yes,93.2,2024-02-27,543.9,2377,Medium
CUST00506,2021-04-25,55,Unknown,High,Japan,Unknown,2,34.89,38.02,Food,9.76,Yes,Yes,No,71.89,2024-05-16,69.78,1897,Low
CUST00508,2020-10-29,49,Unknown,Very High,Australia,Mumbai,15,185.32,3638.25,Electronics,9.26,Yes,No,Yes,57.37,2025-02-09,2779.8,2075,High
CUST00509,2023-11-20,44,Male,Unknown,USA,Delhi,8,334.0,522.59,Clothing,8.53,No,No,Yes,74.98,2024-02-24,,958,Medium
CUST00510,2023-08-11,62,Female,Low,India,Mumbai,5,84.19,271.46,Electronics,5.55,Yes,Yes,Yes,45.26,2025-04-28,420.95,1059,Low
CUST00511,2022-04-05,56,Other,High,Canada,Tokyo,10,128.87,2532.97,Beauty,5.55,No,Yes,No,62.02,2025-05-12,1288.7,1552,High
CUST00512,2020-02-25,49,Male,Very High,Japan,Mumbai,14,184.85,2230.95,Electronics,5.97,No,Yes,No,68.38,2024-12-11,2587.9,2322,High
CUST00513,2022-11-02,50,Female,Very High,Japan,Toronto,9,14.5,161.38,Sports,1.36,No,Yes,Yes,7.68,2024-05-07,130.5,1341,Low
CUST00515,2020-05-13,60,Other,Very High,Canada,Berlin,15,9.7,115.64,Beauty,5.3,Yes,No,Yes,23.22,2024-03-09,145.5,2244,Low
CUST00516,2022-03-11,21,Unknown,Low,India,Tokyo,1,163.24,199.25,Food,2.93,Yes,Yes,Yes,14.54,2024-09-01,163.24,1577,Low
CUST00517,2020-05-28,33,Prefer not to say,High,Germany,Toronto,7,67.5,751.15,Food,8.8,Yes,No,No,75.54,2024-11-02,472.5,2229,Medium
CUST00518,2022-10-15,45,Unknown,Low,Canada,Mumbai,13,130.07,2023.61,Beauty,5.82,No,No,No,87.12,2024-12-21,1690.91,1359,High
CUST00519,2023-10-29,60,Unknown,Medium,France,Paris,9,128.12,1045.7,Home,9.15,Yes,No,No,33.5,2024-05-22,1153.08,980,High
CUST00520,2022-05-18,30,Unknown,Medium,Japan,Sydney,9,160.62,2293.98,Home,8.11,Yes,No,No,48.43,2024-10-17,1445.58,1509,High
CUST00521,2021-11-30,56,Male,High,India,Chicago,1,163.34,310.69,Sports,4.78,No,No,Yes,38.69,2024-04-02,163.34,1678,Medium
CUST00522,2020-04-21,22,Other,Low,Japan,Mumbai,11,12.79,93.86,Sports,3.17,No,No,Yes,55.37,2024-04-22,140.69,2266,Low
CUST00523,2022-02-23,57,Male,Medium,India,Delhi,5,29.29,126.39,Books,3.52,No,No,No,59.97,2024-04-19,146.45,1593,Low
CUST00524,2020-06-16,46,Prefer not to say,Medium,Canada,Toronto,8,45.0,81.57,Electronics,6.54,Yes,No,Yes,60.1,2024-07-12,,2210,Low
CUST00525,2022-04-07,38,Other,Very High,Japan,Tokyo,7,96.59,585.6,Food,1.2,No,No,Yes,72.42,2024-02-15,676.13,1550,Medium
CUST00526,2021-12-14,41,Other,Very High,UK,Delhi,10,43.16,246.86,Books,7.26,Yes,No,No,14.16,2025-03-21,431.6,1664,Low
CUST00527,2021-04-14,28,Unknown,Low,Germany,Delhi,11,175.01,1794.9,Toys,3.13,Yes,Yes,Yes,26.9,2024-09-30,1925.11,1908,High
CUST00528,2022-08-05,41,Female,Medium,UK,New York,3,105.08,184.5,Electronics,8.62,No,No,No,17.51,2024-05-07,315.24,1430,Low
CUST00529,2023-05-26,22,Prefer not to say,Medium,USA,Chicago,11,112.31,1482.41,Beauty,6.2,No,No,No,85.79,2024-01-19,1235.41,1136,High
CUST00530,2023-05-13,41,Prefer not to say,Very High,Japan,Sydney,13,89.93,2101.79,Books,3.72,Yes,Yes,No,39.92,2024-07-09,1169.09,1149,High
CUST00531,2022-08-06,21,Female,Medium,India,New York,15,132.42,2050.18,Food,5.55,No,Yes,No,31.03,2024-01-06,1986.3,1429,High
CUST00532,2020-10-25,53,Other,Low,USA,Chicago,8,160.71,1192.33,Unknown,2.11,No,No,Yes,54.8,2024-09-16,1285.68,2079,High
CUST00533,2020-11-10,41,Female,Medium,Germany,Toronto,4,64.07,346.99,Books,6.11,Yes,Yes,Yes,3.75,2025-02-06,256.28,2063,Medium
CUST00534,2022-08-17,28,Male,Very High,Australia,Sydney,5,111.85,809.4,Books,8.52,No,Yes,Yes,43.39,2025-04-26,559.25,1418,Medium
CUST00535,2022-10-18,41,Other,Low,UK,Berlin,4,34.89,145.77,Toys,3.69,No,Yes,No,5.69,2024-08-09,139.56,1356,Low
CUST00536,2022-08-27,41,Female,Very High,France,Toronto,7,50.85,357.43,Toys,1.91,Yes,Yes,No,9.23,2025-02-17,355.95,1408,Medium
CUST00537,2020-11-07,18,Female,High,Australia,Sydney,2,179.11,7278.16,Electronics,8.39,Yes,No,No,59.34,2024-09-26,358.22,2066,Low
CUST00538,2023-06-08,22,Prefer not to say,Unknown,Japan,Chicago,10,60.32,448.91,Food,5.58,No,No,Yes,84.71,2024-04-17,603.2,1123,Medium
CUST00539,2020-10-31,20,Male,Low,India,Paris,12,155.22,2939.17,Clothing,7.01,No,Yes,No,36.42,2024-06-25,1862.64,2073,High
CUST00540,2020-03-05,34,Prefer not to say,Medium,France,Toronto,14,30.92,490.68,Books,5.55,No,No,Yes,98.84,2025-03-28,432.88,2313,Medium
CUST00541,2022-11-16,35,Female,Medium,Canada,Unknown,8,71.88,47.22,Home,3.99,No,No,Yes,94.98,2024-08-20,,1327,Low
CUST00542,2023-04-25,52,Prefer not to say,Low,Japan,Toronto,13,166.76,3959.74,Beauty,3.01,Yes,Yes,No,0.43,2024-04-23,2167.88,1167,High
CUST00543,2022-07-09,18,Prefer not to say,Low,India,Tokyo,15,86.27,2189.46,Sports,6.97,Yes,No,Yes,92.56,2025-01-06,1294.05,1457,High
CUST00544,2023-01-21,18,Prefer not to say,Low,Australia,Paris,8,151.13,227.86,Toys,2.48,No,No,Yes,15.56,2025-04-24,,1261,Low
CUST00546,2022-12-31,58,Other,Low,Australia,Toronto,9,83.48,920.47,Clothing,7.7,No,No,No,36.89,2024-01-19,751.32,1282,Medium
CUST00547,2020-01-08,19,Other,High,Canada,New York,14,31.15,719.21,Food,9.97,No,Yes,Yes,63.81,2024-10-01,436.1,2370,Medium
CUST00548,2021-08-23,24,Male,High,UK,Toronto,5,85.35,261.46,Sports,1.24,Yes,Yes,Yes,60.29,2024-07-04,426.75,1777,Low
CUST00549,2021-06-25,38,Male,Medium,Germany,Mumbai,5,153.32,474.9,Sports,6.92,No,Yes,No,42.02,2024-05-17,766.6,1836,Medium
CUST00550,2020-10-07,55,Male,Low,France,Unknown,7,56.54,669.33,Books,9.26,Yes,Yes,No,70.82,2025-05-05,395.78,2097,Medium
CUST00551,2023-10-29,44,Male,Unknown,Japan,Berlin,4,46.15,238.44,Toys,4.7,No,Yes,Yes,25.5,2024-01-01,184.6,980,Low
CUST00552,2022-04-10,65,Other,Medium,UK,Delhi,11,143.66,900.51,Toys,2.96,Yes,Yes,Yes,1.38,2024-04-15,1580.26,1547,Medium
CUST00553,2020-10-28,25,Other,High,Canada,Chicago,8,172.26,1077.66,Home,9.54,No,Yes,No,6.14,2024-01-31,1378.08,2076,High
CUST00554,2022-12-09,44,Male,High,UK,London,1,153.71,146.76,Home,3.48,No,No,Yes,43.81,2025-02-03,153.71,1304,Low
CUST00555,2022-09-22,53,Unknown,Medium,India,Sydney,12,173.09,2296.36,Clothing,3.55,Yes,No,Yes,1.96,2025-01-29,2077.08,1382,High
CUST00556,2023-03-09,48,Female,Medium,India,Toronto,13,43.9,800.33,Clothing,6.62,No,Yes,No,75.89,2024-09-09,570.7,1214,Medium
CUST00557,2023-02-25,22,Male,Unknown,UK,New York,7,149.03,1380.01,Home,2.97,No,Yes,No,28.04,2024-08-18,1043.21,1226,High
CUST00558,2020-07-10,33,Unknown,Low,India,Delhi,11,124.4,1027.06,Electronics,5.41,No,No,Yes,58.29,2024-05-22,1368.4,2186,High
CUST00560,2024-01-22,58,Other,Very High,UK,London,1,11.85,13.4,Books,2.38,Yes,Yes,No,71.37,2024-09-28,11.85,895,Low
CUST00561,2023-04-26,41,Unknown,Unknown,Germany,Toronto,14,59.44,1331.56,Electronics,3.66,No,Yes,Yes,12.68,,832.16,1166,High
CUST00562,2022-12-28,41,Unknown,Medium,USA,Chicago,13,182.06,4323.23,Clothing,5.84,No,Yes,Yes,49.05,2024-03-12,2366.78,1285,High
CUST00563,2021-03-27,23,Unknown,Medium,France,Chicago,13,37.1,262.82,Electronics,7.22,Yes,Yes,No,74.22,2024-02-11,482.3,1926,Low
CUST00564,2021-01-24,24,Prefer not to say,Unknown,Australia,Delhi,8,73.9,138.3,Sports,1.77,No,No,No,76.8,2025-02-26,,1988,Low
CUST00565,2022-10-23,20,Other,Very High,France,Unknown,1,14.53,15.5,Clothing,5.64,No,No,Yes,14.93,2024-04-26,14.53,1351,Low
CUST00566,2022-01-26,41,Other,Medium,Canada,Chicago,11,84.31,1318.14,Beauty,1.15,Yes,Yes,Yes,80.2,2025-03-19,927.41,1621,High
CUST00567,2022-12-18,53,Unknown,Low,Japan,Tokyo,11,189.95,2660.9,Home,1.58,Yes,Yes,Yes,61.91,2024-03-28,2089.45,1295,High
CUST00568,2023-08-14,64,Other,Very High,Japan,Berlin,13,76.81,819.6,Sports,8.86,No,No,Yes,75.03,2025-03-19,998.53,1056,Medium
CUST00569,2021-01-17,32,Other,High,UK,New York,8,85.18,929.19,Electronics,7.58,Yes,No,No,13.43,2024-12-22,681.44,1995,Medium
CUST00570,2023-11-10,36,Male,High,Germany,Berlin,13,42.89,1017.69,Home,8.25,No,No,Yes,60.65,2024-10-30,557.57,968,High
CUST00571,2023-10-22,31,Female,Very High,Australia,New York,14,19.98,459.31,Beauty,1.86,No,Yes,Yes,20.87,,279.72,987,Medium
CUST00572,2023-04-15,44,Male,Unknown,UK,Chicago,4,70.1,446.93,Clothing,9.17,Yes,No,No,34.58,2024-02-09,280.4,1177,Medium
CUST00573,2020-05-25,51,Unknown,High,India,Berlin,9,168.42,1683.91,Books,6.46,Yes,Yes,No,33.77,2024-05-10,1515.78,2232,High
CUST00574,2023-11-25,64,Other,Medium,Canada,New York,11,159.45,2004.77,Electronics,1.86,No,Yes,Yes,87.48,,1753.95,953,High
CUST00575,2022-01-09,56,Male,Low,Canada,Paris,12,190.79,2314.21,Unknown,5.95,Yes,No,No,56.14,2024-11-14,2289.48,1638,High
CUST00576,2022-12-10,36,Male,Low,Germany,Chicago,8,92.25,112.11,Books,2.91,Yes,Yes,Yes,45.15,2024-11-06,,1303,Low
CUST00577,2022-11-05,54,Unknown,Low,Japan,London,12,495.99,9727.32,Toys,6.15,No,No,Yes,29.55,2024-07-06,5951.88,1338,High
CUST00578,2023-07-28,33,Other,Low,Japan,Berlin,15,41.07,580.1,Toys,6.04,No,Yes,No,64.02,2024-08-01,616.05,1073,Medium
CUST00579,2020-03-03,29,Female,High,Germany,Berlin,11,75.55,588.2,Electronics,9.83,No,No,Yes,90.22,2024-08-10,831.05,2315,Medium
CUST00580,2023-01-29,27,Prefer not to say,Unknown,Australia,London,5,112.37,812.17,Home,5.55,No,Yes,Yes,80.72,2024-06-21,561.85,1253,Medium
CUST00581,2020-09-03,30,Other,Very High,UK,Tokyo,5,12.91,78.6,Electronics,5.63,No,Yes,Yes,97.97,2024-04-13,64.55,2131,Low
CUST00582,2023-09-30,57,Other,Low,USA,Toronto,10,20.62,331.28,Unknown,2.59,Yes,No,No,5.03,2024-11-22,206.2,1009,Medium
CUST00583,2020-02-04,41,Prefer not to say,Medium,USA,Paris,12,173.29,2114.47,Clothing,5.43,No,No,Yes,56.54,2024-02-04,2079.48,2343,High
CUST00584,2021-06-23,51,Unknown,High,India,Berlin,4,30.87,234.11,Toys,5.9,Yes,Yes,Yes,7.86,2024-07-13,123.48,1838,Low
CUST00585,2022-05-14,50,Other,Medium,France,Delhi,7,47.56,314.64,Electronics,2.52,Yes,Yes,No,4.3,2024-08-08,332.92,1513,Medium
CUST00586,2020-04-18,31,Other,Low,Canada,Mumbai,15,159.23,1862.93,Unknown,1.83,Yes,Yes,Yes,93.06,2024-10-20,2388.45,2269,High
CUST00587,2022-10-03,61,Unknown,Very High,Germany,Berlin,9,27.42,492.05,Beauty,7.75,Yes,No,No,92.71,2024-09-01,246.78,1371,Medium
CUST00588,2022-04-04,41,Male,High,USA,London,14,48.66,428.69,Beauty,5.55,No,Yes,No,15.03,2024-11-29,681.24,1553,Medium
CUST00589,2020-12-22,54,Female,High,Canada,Delhi,9,155.65,1980.02,Electronics,2.14,No,Yes,Yes,54.23,2024-11-02,1400.85,2021,High
CUST00590,2021-05-28,36,Female,High,Australia,Delhi,11,21.38,296.63,Electronics,4.97,Yes,Yes,No,47.76,2025-05-12,235.18,1864,Low
CUST00591,2020-02-23,46,Unknown,Low,France,Chicago,9,126.61,1797.9,Books,6.19,Yes,No,Yes,18.62,2024-05-01,1139.49,2324,High
CUST00592,2023-11-25,19,Other,Very High,Canada,Sydney,10,136.24,1040.68,Beauty,2.64,No,No,Yes,82.65,2024-04-05,1362.4,953,High
CUST00593,2023-07-22,41,Prefer not to say,Medium,Germany,Delhi,6,55.84,261.3,Food,9.51,Yes,No,Yes,22.23,2025-02-04,335.04,1079,Low
CUST00594,2020-07-28,50,Male,Unknown,Canada,New York,8,191.47,801.8,Food,3.59,Yes,Yes,No,12.0,2024-09-19,1531.76,2168,Medium
CUST00595,2020-06-01,41,Female,Low,Germany,Sydney,5,21.77,68.83,Clothing,3.95,Yes,No,Yes,47.59,2024-09-25,108.85,2225,Low
CUST00596,2022-05-22,38,Male,Low,Japan,London,11,60.28,1103.7,Toys,9.53,No,Yes,Yes,0.67,2024-04-30,663.08,1505,High
CUST00597,2022-12-14,40,Prefer not to say,Medium,UK,Chicago,13,86.14,1540.15,Food,3.52,Yes,No,No,98.32,2024-05-23,1119.82,1299,High
CUST00598,2021-11-26,45,Other,High,Japan,London,10,193.69,1933.88,Electronics,1.39,No,Yes,Yes,23.64,2025-02-26,1936.9,1682,High
CUST00599,2020-08-25,38,Male,Medium,USA,Paris,8,128.44,83.56,Toys,6.58,Yes,No,Yes,89.89,2025-01-03,,2140,Low
CUST00600,2023-08-10,65,Male,Medium,Australia,London,5,191.94,728.71,Clothing,2.71,Yes,Yes,Yes,62.41,,959.7,1060,Medium
CUST00601,2020-07-03,44,Other,Very High,UK,Chicago,1,154.55,231.48,Books,5.32,No,No,No,15.48,2024-01-17,154.55,2193,Low
CUST00602,2023-06-20,60,Prefer not to say,Very High,Germany,Toronto,14,90.71,755.59,Home,7.45,Yes,Yes,No,15.52,2025-04-10,1269.94,1111,Medium
CUST00603,2022-04-23,41,Unknown,Low,Japan,Chicago,15,132.4,2713.69,Home,9.46,Yes,No,No,88.25,2025-02-17,1986.0,1534,High
CUST00604,2021-05-21,41,Unknown,Very High,India,Paris,14,90.57,766.9,Unknown,9.11,No,Yes,Yes,89.54,2024-10-23,1267.98,1871,Medium
CUST00605,2022-11-28,27,Male,Low,UK,Toronto,12,111.86,1205.36,Food,5.55,No,Yes,No,35.74,2024-09-30,1342.32,1315,High
CUST00606,2020-05-04,20,Female,Low,Japan,Berlin,11,116.67,1527.62,Books,8.85,Yes,Yes,Yes,16.75,2025-04-27,1283.37,2253,High
CUST00607,2021-12-14,23,Other,Medium,France,Chicago,10,182.77,1140.43,Food,9.71,Yes,Yes,Yes,15.74,2025-04-18,1827.7,1664,High
CUST00608,2022-07-31,60,Female,Low,India,Mumbai,7,30.25,335.1,Beauty,9.33,Yes,Yes,Yes,49.66,2024-08-08,211.75,1435,Medium
CUST00609,2021-03-02,60,Female,Very High,Japan,Mumbai,13,24.59,487.36,Books,8.74,No,Yes,Yes,37.56,,319.67,1951,Medium
CUST00610,2021-01-31,41,Other,Very High,India,New York,4,115.93,637.7,Clothing,5.08,Yes,No,No,53.96,2025-01-25,463.72,1981,Medium
CUST00611,2021-03-10,34,Male,Medium,USA,Paris,7,124.78,800.87,Electronics,7.49,No,Yes,No,12.65,2024-11-28,873.46,1943,Medium
CUST00612,2020-08-07,34,Female,Low,Germany,Tokyo,8,8.29,16.04,Food,9.04,Yes,No,No,77.84,2024-05-25,,2158,Low
CUST00613,2020-12-19,41,Other,Very High,Canada,Unknown,8,28.11,22.79,Toys,1.9,Yes,No,Yes,4.26,,,2024,Low
CUST00614,2024-01-28,46,Male,Medium,USA,Mumbai,12,21.46,168.03,Unknown,3.99,No,No,No,19.95,2024-02-28,257.52,889,Low
CUST00615,2020-02-20,45,Female,High,Australia,Toronto,8,114.22,236613.7,Toys,8.29,No,No,No,14.89,2024-02-02,130852.16,2327,High
CUST00616,2020-10-10,48,Male,Low,USA,Toronto,2,69.41,234.97,Unknown,7.0,No,Yes,Yes,26.27,2025-01-28,138.82,2094,Low
CUST00617,2020-05-19,54,Other,Unknown,USA,Mumbai,3,124.06,352.25,Food,4.56,No,Yes,Yes,59.03,2025-02-20,372.18,2238,Medium
CUST00618,2023-05-19,36,Male,Very High,Canada,London,5,245.09,2140.09,Toys,7.63,No,Yes,No,6.7,2024-05-15,1225.45,1143,High
CUST00619,2022-06-01,60,Female,Low,Germany,Chicago,15,38.45,425.37,Electronics,6.94,Yes,Yes,No,75.09,2024-10-31,576.75,1495,Medium
CUST00620,2023-04-12,27,Male,Low,France,Chicago,10,464.26,8250.37,Toys,3.74,Yes,No,No,73.74,2024-08-13,4642.6,1180,High
CUST00621,2022-02-04,18,Unknown,Medium,USA,Tokyo,7,97.29,1200.78,Clothing,4.63,Yes,Yes,No,59.04,2024-11-03,681.03,1612,High
CUST00622,2023-02-20,41,Male,High,USA,Berlin,5,22.25,126.91,Home,3.56,Yes,No,No,77.9,2025-02-12,111.25,1231,Low
CUST00623,2023-09-10,43,Female,High,USA,Toronto,5,78.38,745.92,Sports,3.81,Yes,Yes,No,14.23,2024-07-01,391.9,1029,Medium
CUST00624,2021-05-12,44,Other,Unknown,UK,Unknown,13,56.85,622.23,Unknown,9.87,Yes,No,Yes,62.32,2024-06-02,739.05,1880,Medium
CUST00625,2020-08-19,64,Female,High,UK,Berlin,2,97.65,7278.16,Home,5.55,Yes,No,No,70.03,2024-07-03,195.3,2146,Low
